Station;Date;LAT;LON;Site_name;family
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Aizoaceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Aizoaceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Alliaceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Alliaceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST3 Maatarka";"2013-05-07 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST5 Maatarka";"2013-05-06 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST5 Maatarka";"2013-05-07 00:00:00.000";33.23298;-2.74498;"PEST5 Maatarka";Asteraceae
"PEST4 Maatarka";"2013-05-07 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST4 Maatarka";"2013-05-06 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST1 Maatarka";"2013-05-06 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST1 Maatarka";"2012-05-03 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PEST1 Maatarka";"2012-05-03 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST2 Maatarka";"2013-05-06 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST3 Maatarka";"2012-05-02 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST2 Maatarka";"2013-05-06 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST5 Maatarka";"2013-05-06 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST5 Maatarka";"2013-05-06 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST4 Maatarka";"2013-05-07 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST4 Maatarka";"2013-05-06 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST1 Maatarka";"2013-05-06 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST3 Maatarka";"2012-05-02 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST3 Maatarka";"2012-05-02 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PEST1 Maatarka";"2012-05-03 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST1 Maatarka";"2013-05-07 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST1 Maatarka";"2013-05-07 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PEST4 Maatarka";"2013-05-07 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST3 Maatarka";"2012-05-02 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST1 Maatarka";"2013-05-06 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST2 Maatarka";"2013-05-06 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST5 Maatarka";"2013-05-06 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST3 Maatarka";"2013-05-07 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST5 Maatarka";"2013-05-07 00:00:00.000";33.23298;-2.74498;"PEST5 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST4 Maatarka";"2013-05-06 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST2 Maatarka";"2013-05-06 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PEST5 Maatarka";"2013-05-07 00:00:00.000";33.23298;-2.74498;"PEST5 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST3 Maatarka";"2012-05-02 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PEST4 Maatarka";"2013-05-07 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST1 Maatarka";"2013-05-06 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PEST3 Maatarka";"2013-05-07 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST5 Maatarka";"2013-05-07 00:00:00.000";33.23298;-2.74498;"PEST5 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST4 Maatarka";"2013-05-06 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PIST4 Maatarka";"2013-05-06 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST1 Maatarka";"2013-05-06 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST2 Maatarka";"2013-05-06 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST5 Maatarka";"2013-05-06 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST1 Maatarka";"2012-05-02 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
"PIST3 Maatarka";"2012-05-02 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST4 Maatarka";"2012-05-02 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST5 Maatarka";"2012-05-02 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST2 Maatarka";"2013-05-06 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
Tendrara;"2012-05-14 00:00:00.000";33.08804;-1.98884;;Asteraceae
"PIST2 Maatarka";"2012-05-21 00:00:00.000";33.25630;-2.72885;"PIST2 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PEST1 Maatarka";"2013-05-07 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PIST3 Maatarka";"2013-05-06 00:00:00.000";33.25619;-2.73259;"PIST3 Maatarka";Asteraceae
"PIST5 Maatarka";"2013-05-06 00:00:00.000";33.24731;-2.72851;"PIST5 Maatarka";Asteraceae
"PEST3 Maatarka";"2013-05-07 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST5 Maatarka";"2013-05-07 00:00:00.000";33.23298;-2.74498;"PEST5 Maatarka";Asteraceae
"PEST1 Maatarka";"2013-05-07 00:00:00.000";33.23939;-2.74390;"PEST1 Maatarka";Asteraceae
"PEST4 Maatarka";"2013-05-07 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PEST2 Maatarka";"2012-05-03 00:00:00.000";33.25857;-2.73322;"PEST2 Maatarka";Asteraceae
"PEST3 Maatarka";"2012-05-03 00:00:00.000";33.21395;-2.78115;"PEST3 Maatarka";Asteraceae
"PEST4 Maatarka";"2012-05-03 00:00:00.000";33.24786;-2.73128;"PEST4 Maatarka";Asteraceae
"PIST4 Maatarka";"2013-05-06 00:00:00.000";33.25535;-2.72255;"PIST4 Maatarka";Asteraceae
"PIST1 Maatarka";"2013-05-06 00:00:00.000";33.25749;-2.72370;"PIST1 Maatarka";Asteraceae
